THUMB_POS_X,THUMB_POS_Y,THUMB_POS_Z,INDEX_POS_X,INDEX_POS_Y,INDEX_POS_Z,MIDDLE_POS_X,MIDDLE_POS_Y,MIDDLE_POS_Z,RING_POS_X,RING_POS_Y,RING_POS_Z,PINKY_POS_X,PINKY_POS_Y,PINKY_POS_Z,target
-0.05035129,0.03676224,0.0186221,-0.04053895,-0.005752146,0.006899446,-0.03280468,-0.01212752,0.01582268,-0.02024577,-0.01312834,0.02248764,-0.01178485,-0.006642252,0.02993202,CLOSE
-0.04943028,0.03767228,0.01679692,-0.03978641,-0.006196916,0.005848974,-0.03219342,-0.01211533,0.01597294,-0.01989718,-0.01294875,0.02266732,-0.01147146,-0.006425649,0.03028187,CLOSE
-0.04988117,0.0378255,0.0168907,-0.04026437,-0.006024957,0.005136162,-0.03238941,-0.01196587,0.01571277,-0.02011942,-0.01284155,0.02249232,-0.01180852,-0.006307811,0.03014839,CLOSE
-0.05039854,0.03734526,0.01813865,-0.04087226,-0.005650163,0.004914314,-0.03271132,-0.01177108,0.01554728,-0.02037787,-0.01275441,0.02239078,-0.01216719,-0.006224394,0.03001532,CLOSE
-0.05104233,0.03655869,0.01939714,-0.04169349,-0.005161285,0.00481382,-0.03327823,-0.01150319,0.01520583,-0.02076339,-0.01257452,0.02226263,-0.01265879,-0.006010115,0.02979809,CLOSE
-0.05207218,0.03574041,0.02001071,-0.04261503,-0.004466563,0.004339933,-0.03404238,-0.01115885,0.01419297,-0.02136713,-0.01232654,0.02150634,-0.01332264,-0.005844176,0.02934772,CLOSE
-0.05349305,0.03496614,0.02008906,-0.04357112,-0.003773898,0.003872514,-0.03492684,-0.01076162,0.0129618,-0.02205609,-0.01194865,0.02054599,-0.01402255,-0.005529135,0.02882579,CLOSE
-0.05443078,0.03428954,0.02020961,-0.04408686,-0.003433853,0.003410161,-0.03543384,-0.01061881,0.01205263,-0.02248162,-0.01183331,0.01982793,-0.01450398,-0.00548321,0.02843571,CLOSE
-0.05683081,0.03305992,0.02037898,-0.04584127,-0.002125859,0.002933741,-0.03646575,-0.01025268,0.009977818,-0.02328752,-0.01153067,0.01816136,-0.01560213,-0.005348772,0.02739555,CLOSE
-0.05734202,0.03264201,0.02197346,-0.04697271,-0.0009993315,0.003560603,-0.03676376,-0.01003423,0.009326398,-0.02347293,-0.01134858,0.01767671,-0.01600841,-0.005104542,0.02683195,CLOSE
-0.05558365,0.02925503,0.02756393,-0.04759397,-0.0009833574,0.004960716,-0.0366321,-0.01048377,0.009810835,-0.02323962,-0.01165992,0.01809752,-0.01594262,-0.005136102,0.02677822,CLOSE
-0.05322678,0.02560103,0.03209645,-0.04765654,-0.001414806,0.005549848,-0.03656577,-0.01094276,0.01019913,-0.0232404,-0.01207933,0.01846385,-0.01611522,-0.00538376,0.02678317,CLOSE
-0.05180052,0.02312315,0.03416321,-0.04777721,-0.001668632,0.005405456,-0.03674316,-0.01115233,0.01004529,-0.02352611,-0.01227367,0.01839516,-0.01654858,-0.005496681,0.02663338,CLOSE
-0.05126631,0.02241722,0.03433168,-0.0482486,-0.001197696,0.005274743,-0.03712787,-0.01086599,0.009762287,-0.02388291,-0.01195472,0.01826742,-0.01687386,-0.005174696,0.02664328,CLOSE
-0.05139174,0.02282479,0.03385663,-0.04885716,-0.0003001392,0.005415767,-0.03756095,-0.01029548,0.009756476,-0.02417561,-0.01137131,0.01837975,-0.01702118,-0.004649162,0.02694824,CLOSE
-0.05151395,0.02315709,0.03341651,-0.04910867,-8.308887E-05,0.005560935,-0.03790127,-0.0100247,0.009834409,-0.02436291,-0.01107138,0.01849625,-0.01698518,-0.00438875,0.02725384,CLOSE
-0.05270884,0.0242106,0.03177106,-0.04936258,0.0002931654,0.005475283,-0.03816573,-0.009757906,0.00981155,-0.02448594,-0.01092005,0.0185658,-0.01696768,-0.004484862,0.02760285,CLOSE
-0.05319348,0.02436826,0.0321978,-0.0482808,-0.00103274,0.005997419,-0.03763996,-0.01028359,0.01083046,-0.02403263,-0.01137015,0.01924548,-0.01648868,-0.004963011,0.02807316,CLOSE
-0.05311847,0.02425519,0.0320982,-0.04764727,-0.001829982,0.005911887,-0.03734974,-0.01068965,0.01097825,-0.02393253,-0.01170298,0.01923248,-0.01642664,-0.00518474,0.02783716,CLOSE
-0.05321902,0.02395871,0.03154698,-0.04730573,-0.002434731,0.005419493,-0.03717516,-0.01105639,0.01090291,-0.02403001,-0.01200977,0.01915929,-0.0167885,-0.005375415,0.02753747,CLOSE
-0.05346752,0.02340117,0.03095987,-0.04700641,-0.003154039,0.004835576,-0.03729227,-0.01139998,0.01063749,-0.02438745,-0.01231277,0.01887512,-0.01730936,-0.005600929,0.02716756,CLOSE
-0.05410612,0.02359411,0.02977425,-0.04704027,-0.003168881,0.004400283,-0.03758306,-0.01134539,0.01018843,-0.02477983,-0.01228333,0.01841462,-0.01769766,-0.005580246,0.02679688,CLOSE
