THUMB_POS_X,THUMB_POS_Y,THUMB_POS_Z,INDEX_POS_X,INDEX_POS_Y,INDEX_POS_Z,MIDDLE_POS_X,MIDDLE_POS_Y,MIDDLE_POS_Z,RING_POS_X,RING_POS_Y,RING_POS_Z,PINKY_POS_X,PINKY_POS_Y,PINKY_POS_Z,target
-0.0879994,0.0228942,-0.02408788,-0.04672917,-0.01338649,-0.01473439,-0.05293356,-0.01728684,-0.00404501,-0.07274451,0.03665692,0.08880669,-0.05002945,0.01050764,0.09092826,COOL
-0.08487934,0.003530115,0.04069778,-0.04893038,-0.01993811,0.03850558,-0.04082748,0.01816642,0.06906196,0.008913495,0.06868982,0.1003903,0.04402758,0.04149848,0.09074309,COOL
-0.06521365,0.02450931,0.05222309,-0.03807329,-0.003770798,0.06249863,-0.02937081,0.07172763,0.08032882,0.02028586,0.106318,0.05794731,0.06087786,0.07583937,0.04980394,COOL
-0.05930004,0.0531745,0.02094731,-0.03999574,0.01296014,0.0627709,-0.02498805,0.1171518,0.04723227,0.01789389,0.1180275,0.03019154,0.05702821,0.08697867,0.02999741,COOL
-0.07046726,0.05333063,-0.01203996,-0.05043349,0.01945105,0.05629659,-0.03019167,0.1157492,0.0425806,0.01564781,0.118342,0.02980137,0.0531969,0.08751255,0.03577656,COOL
-0.07531017,0.0465897,-0.0408085,-0.05617347,0.01574707,0.04392752,-0.03869674,0.1071855,0.04550937,0.01321022,0.115903,0.03789946,0.04829924,0.08539754,0.04740676,COOL
-0.08288601,0.03763133,-0.04277483,-0.05229357,-0.001783848,0.002738595,-0.05027674,0.1081269,0.04511052,-0.02939585,0.09890056,0.06249669,-0.007642657,0.07002413,0.07985112,COOL
-0.08572784,0.02842692,-0.03871271,-0.04531388,-0.008836508,-0.009877056,-0.06861053,0.09534147,0.04953188,-0.05770897,0.08082765,0.06644353,-0.03685607,0.05473939,0.08118564,COOL
-0.08862147,0.01991335,-0.03765026,-0.05139964,-0.01473075,-0.007573217,-0.08234787,0.08276892,0.05116102,-0.06517576,0.07131469,0.07138845,-0.040853,0.04704064,0.08479682,COOL
-0.09686805,0.02842152,-0.009128571,-0.04263932,0.002697438,0.0532929,-0.03556722,0.1116999,0.04858154,0.01220999,0.1193884,0.03075108,0.05284085,0.0901573,0.03358465,COOL
-0.09466261,0.03117859,-0.008934885,-0.04008013,0.00742656,0.05578095,-0.03574783,0.1108413,0.0460678,0.01324639,0.1210112,0.02188164,0.05439056,0.09182885,0.02499524,COOL
-0.08262872,0.04431006,-0.002253771,-0.03667977,0.01572275,0.05532861,-0.03198442,0.1096503,0.04397219,0.01653374,0.1204185,0.01820281,0.05684982,0.09085995,0.02140343,COOL
-0.06892323,0.05225772,0.01473662,-0.03347909,0.01297343,0.05862644,-0.02299523,0.1117156,0.05052587,0.02261602,0.1184426,0.02553055,0.06084461,0.08763731,0.02436477,COOL
-0.07830182,0.04034284,-0.04389676,-0.05661399,0.005896598,0.007503301,-0.0467382,0.115772,0.0237208,-0.01775862,0.1113189,0.04501545,0.005910762,0.08363327,0.06696618,COOL
-0.08453894,0.0174914,-0.03234181,-0.04779108,-0.01469982,-0.01866195,-0.09575319,0.07052925,0.04240432,-0.08270866,0.05736512,0.06356892,-0.06143225,0.03338394,0.07566476,COOL
-0.09164663,-0.002647102,0.003674239,-0.05096404,-0.02941993,0.004254013,-0.07781373,0.03854412,0.0929006,-0.05283503,0.03562844,0.1029079,-0.02044608,0.01549971,0.1033175,COOL
-0.09273944,0.02782011,-0.02898949,-0.05504656,-0.004125059,0.01589292,-0.05520457,0.106661,0.04234314,-0.02139267,0.1050666,0.05855733,0.008667298,0.07753846,0.07457963,COOL
-0.09365029,0.03114277,-0.02273649,-0.05401335,-0.0008322299,0.0235514,-0.05050063,0.1063289,0.04627436,-0.00963933,0.1081592,0.05641896,0.02277376,0.07984695,0.06980544,COOL
-0.0938416,0.03351992,-0.02356669,-0.05136336,0.004455596,0.03423956,-0.0467239,0.104137,0.04860047,0.004522763,0.1134299,0.04704741,0.03892699,0.08412883,0.0574601,COOL
-0.09333552,0.03359357,-0.0243291,-0.04987793,0.005813956,0.03832608,-0.04650131,0.1018691,0.05015969,0.007453151,0.1150925,0.04302686,0.04305049,0.0860818,0.0517565,COOL
-0.05829378,0.04810897,0.03842226,-0.02519307,0.0102134,0.06033826,-0.01923718,0.1156965,0.05060947,0.01893906,0.1174275,0.02963668,0.05866163,0.08878875,0.02138895,COOL
-0.0370344,0.04460764,0.05674848,-0.02518029,0.01621601,0.0640299,-0.01218926,0.1222408,0.04046968,0.02160431,0.1179729,0.02563018,0.0601607,0.08781305,0.01900122,COOL
-0.03494256,0.04348284,0.05875742,-0.02420291,0.01398039,0.06476006,-0.009785928,0.1191805,0.04725727,0.02353518,0.1166576,0.02950823,0.06146716,0.08660153,0.0211159,COOL
-0.03108175,0.04050711,0.06290278,-0.02214435,0.009122998,0.06568348,-0.006704025,0.1129418,0.05885667,0.02588919,0.1139786,0.0367268,0.06333658,0.08454677,0.02483499,COOL
-0.06227653,0.05708054,0.02746001,-0.03863102,0.03912643,0.04711029,-0.02127789,0.1273004,-0.002000928,0.01922426,0.1206323,-0.009311825,0.0559255,0.09233543,0.002197444,COOL
-0.06293311,0.05823386,0.02297488,-0.0441722,0.05112398,0.03949478,-0.02657383,0.1250292,-0.01237622,0.01423305,0.1196485,-0.01838854,0.05042745,0.09470925,-0.004413277,COOL
-0.06188331,0.05944893,0.01948044,-0.04841151,0.05675182,0.03306922,-0.02875718,0.1238614,-0.01182383,0.01265313,0.1192244,-0.01918253,0.04744699,0.0957385,-0.003205836,COOL
-0.06339247,0.0599328,0.01429808,-0.04998039,0.05781969,0.02951628,-0.02945095,0.1227733,-0.006853342,0.01408456,0.1192057,-0.01838097,0.04711158,0.09589976,-0.000194639,COOL
-0.04887119,0.06783974,-0.02875951,-0.04137576,0.02249017,-0.02272141,-0.02882171,0.1176922,0.04181406,-0.03531054,0.09494764,0.06414041,-0.03761849,0.05876604,0.07776865,COOL
-0.07197103,0.04206997,-0.02668402,-0.05316157,0.01823241,-0.02500567,-0.08038594,0.08632889,0.0479421,-0.06675304,0.06711751,0.07655373,-0.05555477,0.02764603,0.08638585,COOL
-0.08959536,0.01455119,-0.008620262,-0.05471654,-0.01785576,-0.01152968,-0.0993266,0.00391534,0.04771817,-0.06701858,0.02734891,0.09734273,-0.04134351,-0.0009134114,0.09714061,COOL
-0.03233756,0.01915482,0.07557052,-0.02581248,-0.005732507,0.06352311,-0.005663656,0.08618051,0.08486086,0.0399536,0.1011125,0.05547792,0.07567533,0.06842405,0.04043892,COOL
-0.02634598,0.04451799,0.06398404,-0.02184121,0.0127624,0.06448334,-0.005661242,0.1042702,0.05682883,0.03435974,0.1148974,0.02393514,0.07066204,0.08123741,0.01563451,COOL
-0.0503906,0.06594461,0.01662877,-0.03518905,0.04257366,0.04586506,-0.01544465,0.120251,0.01238948,0.02777941,0.1180987,-0.008762568,0.06319083,0.08771095,0.0002212226,COOL
-0.0659902,0.05853415,-0.02087,-0.05191211,0.03304458,0.02453324,-0.04516857,0.09229422,0.02820602,0.01902693,0.1195538,0.007531464,0.04167981,0.09394309,0.02845454,COOL
-0.07314377,0.04674259,-0.03711972,-0.04529655,0.001306951,-0.02074519,-0.06678788,0.09657532,0.05217436,-0.06069025,0.07334468,0.07397798,-0.049645,0.03989923,0.08432412,COOL
-0.07724724,0.04310066,-0.03819743,-0.04563482,-0.001976073,-0.01930374,-0.07451797,0.08611032,0.05939096,-0.06304625,0.06459388,0.08077896,-0.05126261,0.03078398,0.08701348,COOL
-0.08065374,0.0392397,-0.04060459,-0.04561515,-0.006524086,-0.01725027,-0.08127166,0.07511383,0.06516731,-0.06648777,0.05487618,0.08529308,-0.05464388,0.02073917,0.08620796,COOL
-0.09075626,0.009208262,0.009275794,-0.05601253,-0.02108625,-0.001029253,-0.06086347,0.03429368,0.1070774,-0.04079353,0.02214858,0.1131418,-0.02095096,-0.006921679,0.1039332,COOL
-0.07617167,0.04620501,-0.04449299,-0.0453181,-0.00615865,-0.01962319,-0.08998717,0.05826014,0.06740245,-0.07379521,0.04184088,0.08542565,-0.06467079,0.005643278,0.07319236,COOL
-0.08546331,0.01818576,-0.0146102,-0.04799302,-0.01130679,-0.01929608,-0.09379993,0.04259053,0.07424894,-0.07434258,0.02911457,0.09135592,-0.06284809,-0.007361293,0.07633126,COOL
-0.08063736,-0.005538583,0.0179759,-0.05470491,-0.01947528,-0.009659439,-0.07717632,0.03542814,0.09455088,-0.0565456,0.02321902,0.1055383,-0.04235693,-0.00851503,0.09355846,COOL
-0.05536228,-0.01048809,0.06397438,-0.0474663,-0.02658853,0.03644571,-0.02048651,0.06203535,0.1082453,0.01981606,0.06545469,0.1017629,0.05237358,0.0365124,0.08917597,COOL
-0.03104417,0.02939332,0.07347998,-0.02229095,-0.0003539324,0.065752,-0.004570827,0.09947205,0.07439211,0.0347581,0.1093691,0.0414882,0.06951825,0.07703382,0.03003508,COOL
-0.03933941,0.04850945,0.05617735,-0.02719332,0.01621518,0.0625608,-0.0113561,0.1123882,0.05448326,0.02835551,0.1152853,0.02716172,0.0638254,0.08312768,0.02382049,COOL
-0.07168166,0.05544198,-0.00680688,-0.05148595,0.0160456,0.04165199,-0.04090364,0.1017579,0.05089152,0.01534501,0.1140304,0.04134342,0.04962707,0.08286276,0.04999694,COOL
-0.07475665,-0.02208334,0.01776513,-0.05189871,-0.02422768,-0.01321393,-0.08663734,0.02074355,0.09106371,-0.07131577,0.003549218,0.09705392,-0.04796309,-0.01447111,0.09023699,COOL
-0.06388283,-0.02214891,0.0551475,-0.04712446,-0.03246912,0.03079495,-0.04981329,-0.03889036,0.048969,-0.01887163,0.0243395,0.1095106,0.02130108,0.01484257,0.09968957,COOL
-0.03297736,0.01342729,0.07683235,-0.02378028,-0.005900323,0.08081415,-0.00965818,0.06494486,0.09932157,0.03419609,0.09493181,0.0697481,0.07330765,0.06790131,0.04671142,COOL
-0.03142945,0.01282066,0.07715634,-0.02354907,-0.006139398,0.08232859,-0.008362688,0.06644601,0.1002555,0.03284511,0.09415463,0.07133183,0.07206975,0.06818274,0.04817039,COOL
-0.03055753,0.009775728,0.07796046,-0.02388582,-0.007839978,0.08507177,-0.008244164,0.06256837,0.1040514,0.03115824,0.09012908,0.07703146,0.07117328,0.06644049,0.05242833,COOL
-0.03716728,0.00276503,0.07617542,-0.03002504,-0.0125882,0.08336869,-0.01480937,0.05468625,0.1080408,0.02671246,0.0821349,0.08683595,0.0684839,0.0607225,0.06234425,COOL
-0.08228868,0.01032922,0.029203,-0.0539581,-0.01579311,0.03167054,-0.05768819,0.1019169,0.05707932,-0.01654936,0.1002354,0.06970313,0.01803967,0.07185271,0.07862943,COOL
-0.0725049,0.05479744,0.0003204048,-0.03051823,0.03103009,0.05442184,-0.0107173,0.1265732,0.01543674,0.02802869,0.1188463,0.006679326,0.0623169,0.08834076,0.009828627,COOL
-0.05111961,0.05997282,0.03132451,-0.02439705,0.02418,0.05329663,-0.007194608,0.1258676,0.01721343,0.02811074,0.1182421,0.005773485,0.06225406,0.08835265,0.004139334,COOL
-0.04935724,0.05895239,0.0345304,-0.02362622,0.02244693,0.05313429,-0.007463515,0.1259919,0.01721933,0.02760709,0.1185969,0.00521639,0.06175683,0.0887343,0.00354737,COOL
-0.04858375,0.05833006,0.03597227,-0.02312712,0.02146754,0.0530872,-0.007445909,0.1262403,0.01681301,0.02752987,0.1188668,0.004359722,0.06159716,0.08890465,0.002876073,COOL
-0.04468544,0.05782676,0.03757226,-0.02267138,0.02078825,0.05373636,-0.007005297,0.126474,0.01733053,0.02787253,0.119091,0.003992647,0.06178,0.08882353,0.002618492,COOL
-0.03373056,0.05707708,0.04137501,-0.02134246,0.02140933,0.05518833,-0.003813565,0.1267362,0.01808324,0.03092128,0.1184816,0.003956884,0.06420295,0.08714342,0.001713991,COOL
