-0.02538717,0.01124263,0.07668519,-0.03189293,-0.01667488,0.06666321,-0.0324506,-0.01165834,0.07722729,-0.01641423,-0.01146403,0.07468164,-0.0001506172,-0.007511675,0.05910331,21.86001,5.515088,10.30645,12.20108,CLOSE
-0.02601275,0.0109643,0.07651472,-0.03245545,-0.01688501,0.06630313,-0.03303786,-0.01202866,0.07679009,-0.01701472,-0.01179576,0.07444811,-0.000603701,-0.007822931,0.05898911,21.85053,5.443846,10.30838,12.22355,CLOSE
-0.03081317,0.01137379,0.07433349,-0.03699985,-0.01675022,0.06309545,-0.03838205,-0.01241955,0.073313,-0.02235943,-0.01202434,0.07243186,-0.005082537,-0.008024544,0.05863941,22.35656,5.133891,10.36648,12.13481,CLOSE
-0.03414143,0.01227114,0.07245618,-0.04030498,-0.0156723,0.06045488,-0.04211979,-0.01176688,0.07029358,-0.02639579,-0.0110448,0.07076374,-0.008363614,-0.007563263,0.05795637,22.51225,4.836225,10.36629,12.16748,CLOSE
-0.03587086,0.01252407,0.07121477,-0.0424659,-0.01521653,0.0585683,-0.0444948,-0.01158413,0.0682317,-0.0290951,-0.01061547,0.06963211,-0.010534,-0.007602036,0.05740881,22.73017,4.70303,10.32905,12.18206,CLOSE
-0.03701302,0.01246223,0.07022306,-0.04391801,-0.01523,0.05695945,-0.04623642,-0.01173663,0.06661081,-0.03111443,-0.01051342,0.06870016,-0.012053,-0.007873952,0.05676907,23.05624,4.669673,10.30042,12.26492,CLOSE
-0.03717734,0.01306963,0.06836522,-0.04503939,-0.01538697,0.05377859,-0.0491032,-0.01136944,0.06466082,-0.03345421,-0.01093754,0.06659609,-0.01333069,-0.008908302,0.05476826,24.66451,5.157385,10.44028,12.85909,CLOSE
-0.03659179,0.01292241,0.06782347,-0.04460642,-0.01589555,0.05229941,-0.04915917,-0.01215404,0.06353942,-0.03328662,-0.01220956,0.06520942,-0.01317348,-0.00962019,0.05376145,25.54854,5.168694,10.58831,13.09078,CLOSE
-0.03597001,0.01283026,0.06726274,-0.04381011,-0.01646501,0.05062407,-0.04857141,-0.01345968,0.06196296,-0.03265671,-0.01376718,0.06346762,-0.01269658,-0.01030049,0.05255109,26.56411,4.934076,10.75724,13.40055,CLOSE
-0.03546727,0.01297411,0.06688112,-0.04303849,-0.01706922,0.04879725,-0.04753588,-0.01491579,0.06017578,-0.03179789,-0.01521367,0.06154686,-0.01200769,-0.01073015,0.05133027,27.83911,4.774586,10.8431,13.87624,CLOSE
-0.03452932,0.01313967,0.06639883,-0.04106198,-0.01798216,0.04578748,-0.04505675,-0.01737434,0.05704907,-0.02988301,-0.01728034,0.05845562,-0.01067172,-0.01103076,0.04956719,29.87803,4.489561,10.96354,14.7189,CLOSE
-0.03344491,0.01322564,0.06607527,-0.03892887,-0.01864827,0.04290384,-0.04130846,-0.01985887,0.05315948,-0.0273298,-0.01903558,0.05544353,-0.008925739,-0.01114169,0.04785725,31.82313,4.406245,11.13461,15.71243,CLOSE
-0.03280557,0.01329756,0.06592733,-0.03783986,-0.0188691,0.04149878,-0.03906908,-0.02091438,0.05095267,-0.02571782,-0.01981607,0.0537546,-0.007879172,-0.01107347,0.04695815,32.80359,4.662579,11.31846,16.3159,CLOSE
-0.03147369,0.01407674,0.06572208,-0.03630574,-0.01868066,0.03991714,-0.03585228,-0.02137187,0.0483467,-0.02188333,-0.02019095,0.05006906,-0.006216357,-0.01036218,0.04590061,34.24469,5.424011,12.19539,17.04961,CLOSE
-0.03054196,0.01525453,0.06569555,-0.03463894,-0.0182147,0.03899097,-0.03254057,-0.02131215,0.04554123,-0.01785325,-0.01960951,0.0464367,-0.00439534,-0.009423345,0.04486322,35.21418,5.92053,13.54806,17.66502,CLOSE
-0.03005091,0.01605511,0.0657106,-0.03379269,-0.01786926,0.0386745,-0.03093596,-0.0210253,0.0441319,-0.01582074,-0.01889667,0.0446586,-0.003399816,-0.008809388,0.04432461,35.66777,6.118883,14.44038,17.89985,CLOSE
-0.03011925,0.01648426,0.06625226,-0.03349698,-0.0177584,0.03954631,-0.03075279,-0.02066067,0.04443654,-0.01483155,-0.01830584,0.04459158,-0.003124695,-0.008671463,0.04484406,35.30502,5.61709,15.1932,17.27468,CLOSE
-0.03066928,0.01686624,0.06665844,-0.0337097,-0.01742223,0.0421325,-0.0318943,-0.01998913,0.04712003,-0.01563605,-0.01776552,0.04659551,-0.004059369,-0.008532912,0.04661819,33.77485,4.570461,14.64482,16.19207,CLOSE
-0.0308993,0.01751032,0.06703246,-0.03395,-0.01679805,0.04474157,-0.03284159,-0.01907068,0.04984847,-0.01657356,-0.01707721,0.04898152,-0.004630428,-0.008088797,0.04808661,32.41859,3.795656,13.9731,15.50944,CLOSE
