THUMB_POS_X,THUMB_POS_Y,THUMB_POS_Z,INDEX_POS_X,INDEX_POS_Y,INDEX_POS_Z,MIDDLE_POS_X,MIDDLE_POS_Y,MIDDLE_POS_Z,RING_POS_X,RING_POS_Y,RING_POS_Z,PINKY_POS_X,PINKY_POS_Y,PINKY_POS_Z
-0.0269167,0.06735072,-0.01890326,0.01554374,0.1116967,0.03703666,-0.01527406,0.1080633,0.05596533,-0.03651335,0.04038742,-0.02905858,-0.04019633,0.02867925,-0.01708221,TWO
-0.02719357,0.06753063,-0.01800334,0.0155058,0.1117118,0.03674012,-0.01549773,0.1080976,0.05547369,-0.03719616,0.04014778,-0.02748522,-0.04056641,0.02804676,-0.01587182,TWO
-0.02687654,0.06824744,-0.01727051,0.01519076,0.1115935,0.03724247,-0.01620612,0.1075855,0.05607018,-0.03843026,0.04063404,-0.02648133,-0.04120676,0.02783701,-0.01503289,TWO
-0.02361345,0.06995618,-0.01729584,0.01445496,0.110986,0.03880733,-0.01905932,0.1076368,0.05418912,-0.03910379,0.04457062,-0.02619973,-0.04038646,0.02764291,-0.01592493,TWO
-0.02426942,0.06961405,-0.01716059,0.01389144,0.1106,0.03990206,-0.02045682,0.1075574,0.05358529,-0.03899261,0.0451465,-0.02593043,-0.04005318,0.02731311,-0.01620278,TWO
-0.02699466,0.06803694,-0.01763278,0.01152766,0.1108144,0.03991818,-0.02444557,0.1076464,0.05110854,-0.03867954,0.04371512,-0.02598238,-0.03979412,0.02575704,-0.01693615,TWO
-0.02888146,0.06705269,-0.01715794,0.0120037,0.110646,0.04041782,-0.02510826,0.1075184,0.05075184,-0.03861398,0.04326707,-0.02538261,-0.03943067,0.0245918,-0.01647434,TWO
-0.02976937,0.06699216,-0.01639971,0.01233023,0.1105686,0.04069772,-0.02474639,0.1070824,0.05183163,-0.03926686,0.0428679,-0.02432978,-0.03956113,0.02359942,-0.01544675,TWO
-0.02916908,0.06707352,-0.01922527,0.013138,0.1123657,0.03570974,-0.02148219,0.1085015,0.05150375,-0.03983943,0.04157782,-0.02528313,-0.03988456,0.0227491,-0.0151661,TWO
-0.02612502,0.06768015,-0.02270743,0.01353056,0.1135361,0.03170115,-0.01821899,0.1100156,0.05078587,-0.03796457,0.03935748,-0.02725497,-0.03968582,0.02332041,-0.01644054,TWO
-0.02404453,0.06824595,-0.02358189,0.01481312,0.1136338,0.03085917,-0.01599822,0.1105373,0.05088842,-0.0369634,0.03920436,-0.02798483,-0.03928518,0.02385485,-0.01696545,TWO
-0.02174781,0.06896621,-0.02314359,0.01702111,0.1133717,0.03054717,-0.01197676,0.1110618,0.05128133,-0.03519962,0.03837833,-0.02785099,-0.03852385,0.02440524,-0.01663148,TWO
-0.02227488,0.06866172,-0.02259958,0.01685918,0.1135535,0.02951583,-0.009551153,0.111425,0.05130106,-0.03484516,0.03671646,-0.02652878,-0.03877413,0.02438504,-0.01498616,TWO
-0.02233624,0.06875673,-0.02205563,0.01611072,0.1134727,0.02975979,-0.008372858,0.1114379,0.05153847,-0.03492162,0.03647149,-0.02493429,-0.03922801,0.02500424,-0.01287836,TWO
-0.02133615,0.06900972,-0.02173188,0.01624597,0.1131556,0.03084037,-0.008621387,0.1110599,0.05234703,-0.03371505,0.03636816,-0.02479216,-0.03862717,0.02527779,-0.0129889,TWO
-0.02112734,0.06914616,-0.02113202,0.01603734,0.1130844,0.03121462,-0.009061791,0.1107385,0.05293706,-0.03323973,0.03573132,-0.02433655,-0.03833921,0.02485761,-0.01266944,TWO
-0.02184288,0.06889313,-0.0207819,0.01501939,0.1132966,0.03091326,-0.01029494,0.110668,0.05277798,-0.03337948,0.03482658,-0.0242438,-0.03842074,0.02419662,-0.01246467,TWO
-0.02252004,0.06830543,-0.02116588,0.01437357,0.1135858,0.02999634,-0.01126825,0.1110307,0.05169958,-0.03304787,0.03444359,-0.02484739,-0.03818001,0.02386436,-0.01314151,TWO
-0.02320918,0.06766,-0.02207369,0.01373061,0.1141742,0.02811682,-0.01227637,0.1117613,0.04981279,-0.03312667,0.0339362,-0.02553979,-0.03822871,0.02346393,-0.0136978,TWO
-0.02750983,0.06612107,-0.02366662,0.006205797,0.1160203,0.02348354,-0.02134971,0.1114121,0.04696992,-0.03671958,0.0305658,-0.02602166,-0.04065217,0.02035969,-0.01297921,TWO
-0.02603316,0.06853309,-0.02057397,0.004133046,0.1146815,0.02942282,-0.02503316,0.1077659,0.05254519,-0.03765386,0.0310047,-0.02438551,-0.04151834,0.02048188,-0.01190776,TWO
-0.01972472,0.07126191,-0.01733178,0.01189876,0.1125218,0.0358274,-0.02152988,0.1068105,0.05521309,-0.03276427,0.03448206,-0.02520365,-0.03877829,0.0241127,-0.01506978,TWO
-0.02062105,0.07095754,-0.01901811,0.01466537,0.1137062,0.03101665,-0.01970407,0.1080447,0.05329818,-0.0316489,0.03259686,-0.02732867,-0.03779893,0.02311036,-0.01675612,TWO
-0.0214774,0.07065988,-0.01937881,0.01528476,0.1145069,0.02749714,-0.01958963,0.1085611,0.05217382,-0.03071772,0.031802,-0.02996933,-0.03697823,0.02250203,-0.01942611,TWO
-0.02168135,0.07068336,-0.01929569,0.01616596,0.1148542,0.02539521,-0.0178858,0.109058,0.05183399,-0.03081676,0.03106713,-0.03008112,-0.03700043,0.02200836,-0.01939344,TWO
-0.02217686,0.07060385,-0.01964349,0.01614165,0.1158078,0.01926225,-0.01414657,0.1106263,0.05019319,-0.03132118,0.02818218,-0.03000617,-0.03734083,0.01968074,-0.01880968,TWO
-0.0222165,0.07030541,-0.02074426,0.01692455,0.115864,0.01778829,-0.01255153,0.1113448,0.04923022,-0.03107814,0.02802104,-0.03071839,-0.03704163,0.0197306,-0.0193817,TWO
-0.02274004,0.06997141,-0.02084884,0.01625381,0.1159257,0.01776364,-0.01262888,0.111491,0.04914099,-0.03075965,0.02732438,-0.03084582,-0.03680904,0.01913816,-0.01940137,TWO
-0.02407098,0.06991318,-0.01959524,0.01531473,0.1158344,0.01893684,-0.01136705,0.1108225,0.05135903,-0.03148204,0.02621102,-0.02900767,-0.03721143,0.01817527,-0.01724303,TWO
-0.02506343,0.07042256,-0.01721248,0.01434603,0.1155026,0.02149239,-0.01055332,0.1091537,0.05502659,-0.032359,0.0249708,-0.02625135,-0.0375535,0.01708177,-0.01410246,TWO
-0.02504362,0.07068738,-0.01623774,0.01388194,0.1151337,0.02389401,-0.01081797,0.1081359,0.05704895,-0.03218204,0.02496672,-0.02498844,-0.03729101,0.01711839,-0.01288909,TWO
-0.02567282,0.06984133,-0.01810056,0.01278967,0.1153907,0.02360377,-0.01264803,0.1090168,0.05505848,-0.03203577,0.02547374,-0.02574551,-0.03724833,0.0176636,-0.01375008,TWO
-0.02597576,0.06959769,-0.01858455,0.01245816,0.1154184,0.02363274,-0.01245277,0.1091491,0.05491108,-0.03238107,0.02563483,-0.0258384,-0.03739989,0.01767063,-0.01352561,TWO
-0.02741265,0.06872466,-0.01988134,0.009742975,0.1156753,0.02325949,-0.01297033,0.1097784,0.05375251,-0.03353702,0.02519923,-0.02503327,-0.03798385,0.01713809,-0.01210251,TWO
-0.0284972,0.068371,-0.01975515,0.007645443,0.1156912,0.02241239,-0.01259556,0.110552,0.05207255,-0.03431198,0.02520213,-0.02275458,-0.03865907,0.01761523,-0.01014516,TWO
-0.03077437,0.06746387,-0.01910424,0.004609376,0.1158126,0.02084973,-0.01298693,0.1114306,0.04974139,-0.03513379,0.02374992,-0.01987857,-0.03913043,0.01663998,-0.007458866,TWO
-0.03489065,0.06590456,-0.01549146,-0.000625208,0.1154743,0.02038276,-0.01487944,0.1109138,0.04949579,-0.0355092,0.0199782,-0.01499754,-0.03851096,0.0129995,-0.002342969,TWO
-0.03664505,0.06443709,-0.0157434,-0.004623055,0.1156542,0.01705936,-0.01792461,0.1116212,0.04621917,-0.03538468,0.01743904,-0.01379421,-0.03806096,0.01074404,-0.0008987188,TWO
-0.03766165,0.0632309,-0.01736897,-0.006745055,0.1159704,0.01249272,-0.01954728,0.1131922,0.04079515,-0.03504819,0.01533273,-0.01326054,-0.03754342,0.009386897,-1.645088E-05,TWO
-0.03944831,0.06089497,-0.02027285,-0.008653685,0.1162763,0.005603075,-0.02167217,0.1151024,0.03272948,-0.03452841,0.01252827,-0.01274109,-0.03700598,0.007939368,0.001066625,TWO
-0.0451407,0.05675325,-0.02094454,-0.01394103,0.1162282,0.005044997,-0.02762561,0.1146275,0.02892864,-0.03639656,0.008798718,-0.01170546,-0.03680565,0.0056431,0.003881544,TWO
-0.0447183,0.06224275,-0.01507026,-0.01015033,0.1147886,0.02195153,-0.01828541,0.1110404,0.04720807,-0.04245031,0.01372138,-0.005966663,-0.03982173,0.008010566,0.009127915,TWO
-0.04347485,0.0656268,-0.01255736,-0.005909652,0.1138854,0.02770123,-0.01122507,0.1095327,0.0530971,-0.04410861,0.01510924,-0.001336128,-0.03919874,0.008468062,0.01419243,TWO
-0.03840668,0.07250485,-0.01898366,-0.002826497,0.1110768,0.03726542,-0.005158216,0.1054946,0.06263232,-0.0484786,0.01551068,0.003352761,-0.03568575,0.01377434,0.02907187,TWO
-0.03457038,0.07407373,-0.02206564,-0.002711266,0.1106305,0.03878474,-0.007049978,0.1043914,0.06448001,-0.04932,0.01773742,0.0006845593,-0.03779876,0.01964507,0.03560251,TWO
-0.03203797,0.07515222,-0.02223811,-0.0008015633,0.1101776,0.04031667,-0.006018594,0.103274,0.06654492,-0.04870933,0.0200913,0.0001361072,-0.03730993,0.02251238,0.04129532,TWO
-0.03100263,0.07491344,-0.01864308,0.002633676,0.1107295,0.03999907,-0.005036384,0.1026897,0.06761682,-0.05002856,0.02725947,0.00203222,-0.03622982,0.02474374,0.04508209,TWO
-0.03216618,0.07365796,-0.01539308,0.006525576,0.111378,0.03846568,-0.002565488,0.1030291,0.06719905,-0.04686594,0.02989256,0.005613983,-0.03546147,0.02661538,0.04616702,TWO
-0.03338468,0.07246405,-0.01449934,0.007849142,0.1121107,0.03657788,-0.001622558,0.1035267,0.06643933,-0.04569289,0.03107095,0.006005824,-0.03524177,0.02795684,0.04582703,TWO
-0.03566547,0.06947985,-0.01295274,0.008936971,0.1136391,0.03132814,-0.001833856,0.1057312,0.06245661,-0.04463726,0.03048927,0.00239253,-0.03494236,0.03017431,0.0435282,TWO
-0.03791283,0.06756598,-0.0138149,0.00573279,0.114246,0.02915853,-0.004794598,0.1070043,0.05989748,-0.0462369,0.03035253,0.0004473925,-0.03601311,0.03038776,0.0418511,TWO
-0.03972699,0.06654236,-0.01403302,0.003143713,0.1142688,0.02855647,-0.006338179,0.1072928,0.05900985,-0.0479622,0.03066039,0.0006513,-0.03649388,0.03031158,0.04182249,TWO
-0.04026453,0.06685618,-0.01459941,1.79708E-05,0.1136962,0.02998871,-0.00930208,0.1067948,0.05918705,-0.04974458,0.03099686,0.001437783,-0.04025392,0.02636683,0.0377304,TWO
-0.03920737,0.0684773,-0.01664317,-0.002128556,0.1133287,0.03055656,-0.01085083,0.1077058,0.05713725,-0.05068843,0.03163701,0.003030837,-0.04178005,0.02196091,0.02678072,TWO
-0.03874238,0.06989232,-0.01901919,-0.003475368,0.1131504,0.03039142,-0.0105738,0.10876,0.05502221,-0.04937313,0.03175348,0.005860239,-0.04589015,0.02124554,0.01888356,TWO
-0.0376863,0.07120991,-0.0227409,-0.004786268,0.1134699,0.02855343,-0.01031081,0.1110077,0.05005985,-0.04704624,0.033454,0.008682013,-0.04847097,0.01637053,0.01016629,TWO
-0.03581262,0.07132298,-0.02331656,-0.005097851,0.1141293,0.02571848,-0.009968728,0.1126825,0.0459922,-0.04617897,0.03345883,0.005770802,-0.04813811,0.01382568,0.006072879,TWO
-0.03482187,0.07009837,-0.02516881,-0.0054169,0.1154661,0.0196023,-0.01211464,0.1143179,0.04080313,-0.04540202,0.03174114,2.536178E-05,-0.04669437,0.01173609,0.001897931,TWO
-0.03578263,0.06728661,-0.02407199,-0.005576625,0.1158799,0.01506928,-0.01239847,0.1161475,0.03383443,-0.04239977,0.02205572,-0.008730888,-0.04326206,0.009121358,-0.0001057982,TWO
-0.03868727,0.06336156,-0.02410924,-0.007057317,0.1163422,0.008988172,-0.01539406,0.1170916,0.02752823,-0.03609636,0.01341769,-0.01076531,-0.039464,0.006435096,-0.001075774,TWO
-0.04255237,0.05877176,-0.02318212,-0.007026188,0.1167755,0.002171189,-0.01855356,0.1172796,0.02181223,-0.03339826,0.008453459,-0.011282,-0.03657302,0.0052194,-0.0003721118,TWO
-0.04429278,0.05558521,-0.02500224,-0.006662436,0.1169819,-0.003373116,-0.02289651,0.1169147,0.01604268,-0.03218991,0.005707622,-0.0128029,-0.03500313,0.004665643,-7.542968E-05,TWO
-0.04439477,0.05456957,-0.02552199,-0.005925544,0.1171029,-0.004262865,-0.02426337,0.116654,0.01488155,-0.03182358,0.005818874,-0.01370651,-0.03450445,0.0050551,-2.390146E-05,TWO
-0.0406616,0.05598384,-0.02588305,-0.002232306,0.117389,0.001962304,-0.02084855,0.1174095,0.02184537,-0.02968676,0.008040696,-0.01720104,-0.0341092,0.007100701,-0.002307594,TWO
-0.0381925,0.06072286,-0.02308497,-0.003945574,0.1167758,0.01048595,-0.01793074,0.1159381,0.0334084,-0.03389227,0.01151538,-0.01942229,-0.03590276,0.008480132,-0.002505839,TWO
-0.03685785,0.06565127,-0.01944908,-0.004053213,0.1156217,0.01925752,-0.01385642,0.112802,0.04539207,-0.04407609,0.0197531,-0.01631638,-0.04191014,0.01364633,0.000965625,TWO
-0.03237116,0.07011181,-0.01877838,-0.003738731,0.1142688,0.0247938,-0.01129305,0.1105873,0.05147368,-0.0473874,0.02397722,-0.0121147,-0.04442876,0.01601893,0.003795326,TWO
-0.02596424,0.07420063,-0.01898897,-0.008539476,0.111288,0.03305888,-0.01504152,0.1063893,0.05925024,-0.04950049,0.0283767,-0.00822565,-0.04610147,0.0159682,0.004119873,TWO
-0.02369308,0.07529142,-0.02189502,-0.01240751,0.1108449,0.03319693,-0.01974927,0.1060665,0.05831861,-0.05126166,0.02941006,-0.005586803,-0.04887791,0.01702142,0.004748583,TWO
-0.02281389,0.07719728,-0.02530086,-0.01448008,0.1096685,0.03574854,-0.02043048,0.1052584,0.05938786,-0.05194809,0.03041357,0.004669249,-0.05013166,0.01771355,0.01259911,TWO
-0.02341764,0.07749259,-0.02692628,-0.01599132,0.1096162,0.03558594,-0.0214393,0.1052886,0.05896312,-0.05291585,0.03016889,0.007953882,-0.04924082,0.01706487,0.017748,TWO
-0.02398074,0.07795858,-0.03043276,-0.01622199,0.1102487,0.03421223,-0.02089613,0.1064072,0.05712324,-0.05346493,0.03107369,0.01297897,-0.04232755,0.01635391,0.03026134,TWO
-0.04116878,0.07389328,-0.03356546,-0.02162707,0.1090069,0.03543931,-0.01425251,0.1077869,0.05678064,-0.05495441,0.02357578,0.03121024,-0.02799598,0.01558477,0.04678953,TWO
-0.04708723,0.07111549,-0.03485593,-0.02515676,0.1068577,0.03822783,-0.01149554,0.1077319,0.05732915,-0.05245209,0.02048379,0.04562524,-0.01875301,0.01839852,0.05354765,TWO
-0.04410936,0.07118395,-0.04513782,-0.02731983,0.104441,0.04137421,-0.009917982,0.1063883,0.06004918,-0.04907902,0.02362835,0.04909784,-0.01737675,0.01876915,0.05446184,TWO
-0.04189655,0.07063797,-0.05290538,-0.0293913,0.1017376,0.04524344,-0.00737077,0.1043721,0.06370181,-0.03781721,0.02485186,0.04999548,-0.01295482,0.01684946,0.05513859,TWO
-0.03881546,0.07138282,-0.05551979,-0.02988949,0.1010121,0.04625171,-0.007384926,0.1030345,0.06576359,-0.03603177,0.02603126,0.04978698,-0.01467832,0.02072787,0.06044561,TWO
-0.04236925,0.07032794,-0.05205637,-0.03174228,0.1010897,0.04610121,-0.008566439,0.1029755,0.06559891,-0.03514824,0.0317207,0.05630749,-0.003117017,0.0374251,0.07479042,TWO
-0.04155869,0.07018742,-0.04143178,-0.03578107,0.09900063,0.04657853,-0.01124895,0.1040687,0.06335831,-0.03213616,0.04102761,0.06233513,0.009152748,0.04938203,0.07992285,TWO
-0.03667307,0.07087871,-0.03420424,-0.03761141,0.09735763,0.04619372,-0.01424159,0.1049531,0.06095362,-0.02812298,0.04735512,0.06021303,0.01476534,0.05623472,0.07846916,TWO
-0.0385532,0.06789511,-0.0305301,-0.0397065,0.09656358,0.04664874,-0.01755609,0.1048743,0.05950004,-0.01280793,0.06379038,0.06106234,0.02274678,0.06239504,0.07346725,TWO
-0.03643715,0.06712031,-0.03160766,-0.04794424,0.0869936,0.05137435,-0.01916818,0.1039732,0.05981401,-0.005341783,0.06969133,0.05991313,0.02030852,0.06233487,0.0731447,TWO
-0.03630159,0.06611606,-0.03934088,-0.05780398,0.07554728,0.05468768,-0.01899315,0.1036986,0.05982077,-0.003250748,0.07381845,0.06269437,0.01976138,0.06237173,0.07309657,TWO
-0.03756077,0.06492335,-0.0454945,-0.06399867,0.06091881,0.05691901,-0.01894972,0.1035725,0.05982748,-0.001144998,0.08256924,0.06754026,0.01958862,0.06204605,0.07339206,TWO
-0.03753774,0.06334278,-0.04977298,-0.06480271,0.02875519,0.05083382,-0.01887773,0.103678,0.05921251,0.006691135,0.09362,0.06751364,0.01876982,0.0621686,0.07328355,TWO
-0.03792574,0.06191513,-0.0528509,-0.06004117,0.01468748,0.043464,-0.01883911,0.1036775,0.05881733,0.004993469,0.09246665,0.0683229,0.01916865,0.06305808,0.07277507,TWO
-0.03854327,0.06077847,-0.05429733,-0.05500031,0.008072853,0.03842646,-0.01863463,0.1033872,0.05898088,0.003812261,0.09175724,0.06866747,0.02000315,0.06422532,0.07169574,TWO
-0.03957141,0.06042016,-0.05237201,-0.05213343,0.005202293,0.03612238,-0.01955684,0.1033351,0.05847937,0.00351692,0.09354979,0.06667823,0.01999784,0.06645113,0.06948441,TWO
-0.04815243,0.05799732,-0.04419473,-0.0500586,0.004133344,0.03728271,-0.01997516,0.1059344,0.05391586,0.001764037,0.09680593,0.06143415,0.01909222,0.0713743,0.06371927,TWO
-0.05994765,0.05303696,-0.02928847,-0.04606144,0.005148649,0.04000247,-0.0217687,0.1087052,0.0469721,-0.0002185032,0.09996414,0.05414516,0.01837149,0.07666969,0.05597883,TWO
